Customer ID,Customer_Recency,Customer_Frequency,Customer_Monetary,Customer_Lifetime,Customer_Total_Profit,Country,Segment,Cluster,Segment_Name
IL-5100,164,7,1052.81,1138,-63.16,Iraq,Consumer,0,Loyal Customers
IM-15055,16,15,5154.84,1422,1534.03,France,Consumer,2,New Customers
IM-15070,41,27,17854.1,1077,-567.63,United States,Consumer,1,At-Risk Customers
IM-5055,20,7,4324.95,1126,913.95,Republic of the Congo,Consumer,2,New Customers
IM-5070,51,7,2064.07,1391,-112.67,Ukraine,Consumer,2,New Customers
JA-15970,1,25,17105.47,1289,688.97,United States,Consumer,1,At-Risk Customers
JA-5970,1,7,1057.23,925,153.36,Gabon,Consumer,2,New Customers
JB-15400,8,34,13085.5,1363,1992.26,United States,Corporate,1,At-Risk Customers
JB-15925,10,19,12325.29,1193,1649.13,China,Consumer,1,At-Risk Customers
JB-16000,2,32,22127.18,1364,2936.38,Colombia,Consumer,1,At-Risk Customers
JB-16045,1,24,13851.28,1244,778.63,United States,Home Office,1,At-Risk Customers
JB-5400,83,7,2172.03,693,459.6,South Africa,Corporate,2,New Customers
JB-5925,23,8,1012.09,768,-518.63,Albania,Consumer,2,New Customers
JB-6000,175,7,1881.01,1198,-68.45,Saudi Arabia,Consumer,0,Loyal Customers
JB-6045,29,10,3235.66,1394,-529.58,Egypt,Home Office,2,New Customers
JC-15340,35,29,17836.28,1398,239.29,Pakistan,Consumer,1,At-Risk Customers
JC-15385,9,25,12978.93,1037,2086.8,Dominican Republic,Consumer,1,At-Risk Customers
JC-15775,2,25,10582.79,1203,1820.47,United States,Consumer,1,At-Risk Customers
JC-16105,58,28,11079.1,1349,712.31,United States,Corporate,1,At-Risk Customers
JC-5340,143,6,606.1,1315,98.51,Bulgaria,Consumer,0,Loyal Customers
JC-5385,16,9,3183.08,1144,-782.23,Lithuania,Consumer,2,New Customers
JC-5775,14,5,1712.49,190,37.92,Cote d'Ivoire,Consumer,2,New Customers
JC-6105,103,6,3914.94,1050,-2601.42,Turkey,Corporate,2,New Customers
JD-15790,16,24,10267.75,1292,-293.68,United States,Consumer,1,At-Risk Customers
JD-15895,7,32,16711.32,1370,1430.55,United States,Corporate,1,At-Risk Customers
JD-16015,49,24,8690.63,1252,-29.4,United States,Consumer,1,At-Risk Customers
JD-16060,66,19,7683.04,1343,-24.03,France,Consumer,1,At-Risk Customers
JD-16150,1,28,18281.85,1204,1430.45,United States,Corporate,1,At-Risk Customers
JD-5790,300,5,1323.07,821,-905.03,Nigeria,Consumer,0,Loyal Customers
JD-5895,3,6,2770.43,1235,296.24,Canada,Corporate,2,New Customers
JD-6015,43,8,2652.78,1068,-575.01,Nigeria,Consumer,2,New Customers
JD-6060,141,9,3541.44,795,588.93,South Africa,Consumer,2,New Customers
JD-6150,22,6,5329.77,1266,1194.87,Saudi Arabia,Corporate,2,New Customers
JE-15475,36,22,5905.08,1380,1223.32,United States,Consumer,1,At-Risk Customers
JE-15610,43,26,13192.69,1140,1780.08,United States,Corporate,1,At-Risk Customers
JE-15715,10,36,22275.27,1302,3648.01,United States,Consumer,1,At-Risk Customers
JE-15745,33,35,19629.13,1256,1123.48,United States,Consumer,1,At-Risk Customers
JE-16165,21,20,8352.72,1149,1839.81,Australia,Corporate,1,At-Risk Customers
JE-5475,28,8,914.18,1270,94.85,Ukraine,Consumer,2,New Customers
JE-5610,176,6,756.86,919,-408.16,Nigeria,Corporate,0,Loyal Customers
JE-5715,87,7,180.3,1367,-27.12,Iraq,Consumer,0,Loyal Customers
JE-5745,195,7,2275.5,1039,405.3,Czech Republic,Consumer,0,Loyal Customers
JE-6165,37,8,4555.72,1054,1088.5,Libya,Corporate,2,New Customers
JF-15190,7,28,17064.71,1370,4108.55,United States,Consumer,1,At-Risk Customers
JF-15295,57,24,20382.25,1332,3263.3,United States,Consumer,1,At-Risk Customers
JF-15355,14,22,7343.57,1326,1016.67,United States,Consumer,1,At-Risk Customers
JF-15415,3,23,14717.47,1291,1396.65,United States,Consumer,1,At-Risk Customers
JF-15490,5,30,9234.53,1397,1048.32,United States,Consumer,1,At-Risk Customers
JF-15565,2,29,19844.15,1293,4329.95,United States,Consumer,1,At-Risk Customers
JF-5190,150,8,3510.17,1099,-2385.94,Turkey,Consumer,2,New Customers
JF-5295,64,8,2433.94,1318,-570.77,Nigeria,Consumer,2,New Customers
JF-5355,97,9,3475.76,1339,-2891.35,Turkey,Consumer,2,New Customers
JF-5415,38,11,8227.02,1264,1270.2,South Africa,Consumer,2,New Customers
JF-5490,100,7,1487.38,1295,151.78,Ukraine,Consumer,2,New Customers
JF-5565,421,6,3776.7,512,547.74,Egypt,Consumer,3,VIP Customers
JG-15115,69,19,12801.83,1225,1161.64,Mexico,Consumer,1,At-Risk Customers
JG-15160,2,32,19963.41,1310,4498.99,United States,Consumer,1,At-Risk Customers
JG-15310,3,24,12733.7,1270,2095.91,United States,Corporate,1,At-Risk Customers
JG-15805,1,37,22015.39,1366,3393.22,Germany,Corporate,1,At-Risk Customers
JG-5115,6,9,2907.68,1453,-2083.9,Turkey,Consumer,2,New Customers
JG-5160,17,8,1588.12,1099,50.11,Nigeria,Consumer,2,New Customers
JG-5310,44,5,836.99,1242,158.72,Mongolia,Corporate,2,New Customers
JG-5805,134,3,208.38,1056,-112.44,Turkey,Corporate,0,Loyal Customers
JH-15430,6,31,11806.2,1451,1477.2,El Salvador,Consumer,1,At-Risk Customers
JH-15820,14,31,23586.72,1344,4829.67,Australia,Consumer,1,At-Risk Customers
JH-15910,42,32,12532.72,1288,1635.4,Mexico,Consumer,1,At-Risk Customers
JH-15985,12,38,18863.4,1449,-182.93,United States,Consumer,1,At-Risk Customers
JH-16180,51,31,18267.01,1323,2588.28,Italy,Consumer,1,At-Risk Customers
JH-5430,8,9,883.48,1178,113.5,Democratic Republic of the Congo,Consumer,2,New Customers
JH-5820,43,7,2359.01,1378,566.15,Saudi Arabia,Consumer,2,New Customers
JH-5910,41,8,4013.99,1323,-930.34,Czech Republic,Consumer,2,New Customers
JH-5985,53,7,2073.48,1147,569.61,Uzbekistan,Consumer,2,New Customers
JH-6180,28,9,5651.9,1052,1406.38,Iraq,Consumer,2,New Customers
JJ-15445,34,19,9696.85,1290,1054.36,United States,Consumer,1,At-Risk Customers
JJ-15760,3,28,18103.64,1182,1755.59,France,Home Office,1,At-Risk Customers
JJ-5445,20,6,2490.2,820,-31.66,Turkey,Consumer,2,New Customers
JJ-5760,269,6,1890.13,957,93.4,Saudi Arabia,Home Office,0,Loyal Customers
JK-15205,62,24,10917.0,1243,2359.56,United States,Consumer,1,At-Risk Customers
JK-15325,78,28,17000.84,1262,2059.36,China,Corporate,1,At-Risk Customers
JK-15370,2,27,10189.51,1359,1813.5,United States,Consumer,1,At-Risk Customers
JK-15625,2,27,12754.41,1309,2805.65,United States,Consumer,1,At-Risk Customers
JK-15640,1,26,12637.45,1199,2651.11,United States,Home Office,1,At-Risk Customers
JK-15730,49,34,20825.89,1118,2283.76,United States,Consumer,1,At-Risk Customers
JK-16090,9,33,21918.74,1284,3195.37,China,Consumer,1,At-Risk Customers
JK-16120,98,26,13134.72,1277,1594.5,United States,Home Office,1,At-Risk Customers
JK-5205,592,5,1617.6,606,404.22,Moldova,Consumer,3,VIP Customers
JK-5325,461,3,203.39,979,-36.97,Nigeria,Corporate,3,VIP Customers
JK-5370,145,6,3211.45,1151,-263.45,Angola,Consumer,2,New Customers
JK-5625,317,8,4364.76,1065,1170.69,Canada,Consumer,0,Loyal Customers
JK-5640,174,4,428.43,758,103.17,Democratic Republic of the Congo,Home Office,0,Loyal Customers
JK-5730,484,6,5862.87,911,2089.74,Russia,Consumer,3,VIP Customers
JK-6090,13,5,1215.52,1220,-1397.12,Angola,Consumer,2,New Customers
JK-6120,141,6,2513.07,1135,299.7,Canada,Home Office,2,New Customers
JL-15130,9,28,12908.5,1373,967.88,France,Consumer,1,At-Risk Customers
JL-15175,7,27,13499.87,1442,1268.03,United States,Home Office,1,At-Risk Customers
JL-15235,14,24,18725.39,1380,4370.95,United States,Consumer,1,At-Risk Customers
JL-15505,31,22,8631.7,1201,644.27,United States,Consumer,1,At-Risk Customers
JL-15835,22,30,22594.04,1332,1576.54,United States,Consumer,1,At-Risk Customers
JL-15850,45,22,8497.68,1365,988.25,United States,Consumer,1,At-Risk Customers
JL-5130,198,12,5765.4,1054,72.3,Russia,Consumer,0,Loyal Customers
JL-5175,125,5,1353.09,1122,433.14,Israel,Home Office,0,Loyal Customers
JL-5235,2,4,1751.71,770,359.74,Canada,Consumer,2,New Customers
JL-5505,342,3,2729.34,950,542.01,Iraq,Consumer,0,Loyal Customers
JL-5835,55,7,3388.28,1344,816.46,Azerbaijan,Consumer,2,New Customers
JL-5850,698,4,2003.6,634,-634.0,Turkey,Consumer,3,VIP Customers
JM-15250,36,24,15594.46,1203,2152.67,United States,Consumer,1,At-Risk Customers
JM-15265,38,29,15036.55,1347,2623.99,Australia,Corporate,1,At-Risk Customers
JM-15535,15,20,6942.4,1286,1460.24,India,Consumer,1,At-Risk Customers
JM-15580,1,24,13295.86,1437,1540.21,Brazil,Consumer,1,At-Risk Customers
JM-15655,9,34,16294.73,1398,1190.07,United States,Corporate,1,At-Risk Customers
JM-15865,69,29,20841.95,1113,2234.25,France,Consumer,1,At-Risk Customers
JM-16195,58,25,7825.56,1284,1314.31,United States,Consumer,1,At-Risk Customers
JM-5250,7,5,2424.2,1431,-488.02,Sudan,Consumer,2,New Customers
JM-5265,121,4,1131.91,364,156.1,Madagascar,Corporate,0,Loyal Customers
JM-5535,244,5,847.83,1103,-101.31,Kazakhstan,Consumer,0,Loyal Customers
JM-5580,50,5,880.32,1050,176.52,Nigeria,Consumer,2,New Customers
JM-5655,123,8,3602.67,799,608.46,Libya,Corporate,2,New Customers
JM-5865,71,6,1544.27,693,83.87,Democratic Republic of the Congo,Consumer,2,New Customers
JM-6195,13,8,1200.49,1412,205.48,Turkey,Consumer,2,New Customers
JO-15145,58,23,10440.98,1397,2280.95,United States,Corporate,1,At-Risk Customers
JO-15280,15,21,7123.57,1357,1203.1,United States,Consumer,1,At-Risk Customers
JO-15550,72,19,4002.89,1169,541.3,United States,Home Office,1,At-Risk Customers
JO-5145,6,6,2904.71,864,764.3,Madagascar,Corporate,2,New Customers
JO-5280,20,4,1694.85,1439,702.69,Iran,Consumer,2,New Customers
JO-5550,13,9,4203.78,1143,41.46,Togo,Home Office,2,New Customers
JP-15460,37,26,10916.37,1384,1639.94,United States,Corporate,1,At-Risk Customers
JP-15520,9,26,16429.05,1229,2854.75,United States,Consumer,1,At-Risk Customers
JP-16135,44,34,10163.51,1246,2036.01,United States,Home Office,1,At-Risk Customers
JP-5460,189,10,3294.02,1183,439.49,Iran,Corporate,0,Loyal Customers
JP-5520,113,4,2227.52,531,315.41,Hungary,Consumer,2,New Customers
JP-6135,27,8,4432.65,904,1443.03,Saudi Arabia,Home Office,2,New Customers
JR-15670,13,20,13338.09,1400,-1185.99,China,Consumer,1,At-Risk Customers
JR-15700,8,18,9568.32,1444,815.85,India,Consumer,1,At-Risk Customers
JR-16210,19,21,12589.96,1157,1221.95,United States,Corporate,1,At-Risk Customers
JR-5670,129,6,2585.03,878,425.57,Czech Republic,Consumer,2,New Customers
JR-5700,14,6,1673.16,1233,116.67,Democratic Republic of the Congo,Consumer,2,New Customers
JR-6210,38,6,1033.29,1102,84.81,Rwanda,Corporate,2,New Customers
JS-15595,6,18,9334.64,1394,562.57,Germany,Corporate,1,At-Risk Customers
JS-15685,41,26,14338.52,1263,1848.05,United States,Corporate,1,At-Risk Customers
JS-15880,12,20,10443.1,1352,1471.05,United States,Consumer,1,At-Risk Customers
JS-15940,6,15,3874.77,1432,-26.76,United States,Home Office,2,New Customers
JS-16030,22,32,19218.81,1433,-675.45,United States,Consumer,1,At-Risk Customers
JS-5595,680,6,806.69,538,-723.76,Turkey,Corporate,3,VIP Customers
JS-5685,143,5,1944.06,787,502.44,Russia,Corporate,0,Loyal Customers
JS-5880,209,6,1746.0,1060,-979.65,Nigeria,Consumer,0,Loyal Customers
JS-5940,24,13,2927.34,1323,38.73,Turkey,Home Office,2,New Customers
JS-6030,219,4,1573.04,651,572.45,Cameroon,Consumer,0,Loyal Customers
JW-15220,13,34,23103.73,1313,4115.15,United States,Corporate,1,At-Risk Customers
JW-15955,6,30,10640.83,1291,624.8,United States,Consumer,1,At-Risk Customers
JW-16075,2,25,19852.77,1379,2677.5,France,Consumer,1,At-Risk Customers
JW-5220,101,6,7184.72,742,2150.69,Mozambique,Corporate,2,New Customers
JW-5955,107,2,307.8,820,32.31,Egypt,Consumer,0,Loyal Customers
JW-6075,267,4,747.21,583,272.52,Morocco,Consumer,0,Loyal Customers
KA-16525,17,35,17449.9,1375,1299.91,United States,Consumer,1,At-Risk Customers
KA-6525,94,7,1429.88,955,101.48,Belarus,Consumer,2,New Customers
KB-16240,5,27,9900.7,1367,1801.54,United States,Corporate,1,At-Risk Customers
KB-16315,3,29,14542.76,1303,1420.09,United States,Consumer,1,At-Risk Customers
KB-16405,20,28,13786.09,1397,724.0,United States,Home Office,1,At-Risk Customers
KB-16585,94,27,16385.75,1274,1398.21,United States,Corporate,1,At-Risk Customers
KB-16600,2,25,10295.96,1322,887.35,United States,Corporate,1,At-Risk Customers
KB-6240,202,7,1945.32,612,517.53,Iran,Corporate,0,Loyal Customers
KB-6315,23,11,2957.72,806,365.78,Democratic Republic of the Congo,Consumer,2,New Customers
KB-6405,388,3,238.55,357,-105.76,Turkey,Home Office,3,VIP Customers
KB-6585,372,2,216.78,401,-47.19,Iraq,Corporate,3,VIP Customers
KB-6600,10,11,1167.74,1262,158.9,Iran,Corporate,2,New Customers
KC-16255,45,27,9321.96,1278,2139.71,United States,Corporate,1,At-Risk Customers
KC-16540,42,25,18897.13,1254,2343.88,Dominican Republic,Consumer,1,At-Risk Customers
KC-16675,3,23,13531.28,1112,2265.91,Germany,Corporate,1,At-Risk Customers
KC-6255,58,8,1094.36,816,-160.21,Kazakhstan,Corporate,2,New Customers
KC-6540,34,7,505.89,1201,14.22,Moldova,Consumer,2,New Customers
KC-6675,20,3,391.84,1192,-120.95,Iraq,Corporate,2,New Customers
KD-16270,37,29,23204.27,1162,3914.23,United States,Consumer,1,At-Risk Customers
KD-16345,42,15,11157.04,1351,2363.13,India,Consumer,1,At-Risk Customers
KD-16495,47,36,24996.5,1144,5152.96,United States,Corporate,1,At-Risk Customers
KD-16615,76,24,12348.44,1093,1720.55,United States,Corporate,1,At-Risk Customers
KD-6270,812,1,813.06,0,-1023.54,Turkey,Consumer,3,VIP Customers
KD-6345,58,6,536.46,1076,65.7,Kenya,Consumer,2,New Customers
KD-6495,399,4,1454.76,898,333.21,Benin,Corporate,3,VIP Customers
KD-6615,187,3,205.98,639,30.18,Morocco,Corporate,0,Loyal Customers
KE-16420,27,31,12928.69,1342,1186.16,United States,Corporate,1,At-Risk Customers
KE-6420,252,4,622.45,1029,100.39,South Africa,Corporate,0,Loyal Customers
KF-16285,38,21,15164.87,1155,2976.39,United States,Home Office,1,At-Risk Customers
KF-6285,33,9,3100.15,1074,-591.2,Romania,Home Office,2,New Customers
KH-16330,17,26,15045.64,1354,3205.86,United States,Corporate,1,At-Risk Customers
KH-16360,2,28,9983.51,1400,1542.22,Australia,Consumer,1,At-Risk Customers
KH-16510,23,26,15340.4,1259,1713.8,United States,Consumer,1,At-Risk Customers
KH-16630,9,27,7220.7,1420,1205.67,United States,Corporate,1,At-Risk Customers
KH-16690,3,39,18158.46,1379,2367.49,United States,Corporate,1,At-Risk Customers
KH-6330,20,13,3371.21,1243,405.17,Ukraine,Corporate,2,New Customers
KH-6360,101,7,2221.36,908,300.16,Belarus,Consumer,2,New Customers
KH-6510,16,7,1544.34,995,483.03,Egypt,Consumer,2,New Customers
KH-6630,327,5,1795.87,759,300.31,Turkey,Corporate,0,Loyal Customers
KH-6690,239,7,1696.01,1058,3.08,Turkey,Corporate,0,Loyal Customers
KL-16555,16,26,12064.39,1317,580.92,United States,Corporate,1,At-Risk Customers
KL-16645,48,28,22553.11,1411,812.61,United States,Consumer,1,At-Risk Customers
KL-6555,176,7,2184.06,915,157.83,Egypt,Corporate,0,Loyal Customers
KL-6645,1,5,1576.3,568,-657.71,South Africa,Consumer,2,New Customers
KM-16225,1,18,7754.55,1394,227.24,United States,Corporate,1,At-Risk Customers
KM-16375,3,28,16394.46,1320,1194.45,United States,Home Office,1,At-Risk Customers
KM-16660,16,29,10785.26,1440,888.34,Indonesia,Consumer,1,At-Risk Customers
KM-16720,29,23,14041.02,1344,1637.17,United States,Consumer,1,At-Risk Customers
KM-6225,372,3,891.36,328,142.29,Croatia,Corporate,3,VIP Customers
KM-6375,322,5,2124.7,916,256.63,Zambia,Home Office,0,Loyal Customers
KM-6660,31,3,188.54,956,-40.45,Somalia,Consumer,2,New Customers
KM-6720,350,3,2928.65,631,1122.02,Iraq,Consumer,0,Loyal Customers
KN-16390,20,29,19350.15,1143,4067.82,United States,Corporate,1,At-Risk Customers
KN-16450,38,26,16294.7,1421,2512.59,Australia,Corporate,1,At-Risk Customers
KN-16705,99,19,5884.78,1302,935.5,United States,Home Office,1,At-Risk Customers
KN-6390,274,3,318.72,482,77.37,Syria,Corporate,0,Loyal Customers
KN-6450,94,8,1767.28,1239,-255.38,Turkey,Corporate,2,New Customers
KN-6705,124,5,4830.86,1167,763.01,Romania,Home Office,2,New Customers
KS-16300,36,21,5103.36,1356,1079.99,Cuba,Corporate,1,At-Risk Customers
KS-6300,107,4,221.61,748,33.69,Democratic Republic of the Congo,Corporate,0,Loyal Customers
KT-16465,44,32,15725.04,1309,589.59,United States,Consumer,1,At-Risk Customers
KT-16480,28,20,6240.65,1365,-156.16,United States,Consumer,1,At-Risk Customers
KT-6465,106,7,1532.12,1274,398.0,Ukraine,Consumer,2,New Customers
KT-6480,85,7,2119.74,1259,-461.76,Egypt,Consumer,2,New Customers
KW-16435,27,23,15319.97,1175,3026.04,United States,Consumer,1,At-Risk Customers
KW-16570,23,34,9256.06,1400,2191.57,Australia,Consumer,1,At-Risk Customers
KW-6435,148,4,427.29,1266,80.97,Zambia,Consumer,0,Loyal Customers
KW-6570,49,6,2577.72,1374,179.58,Turkey,Consumer,2,New Customers
LA-16780,14,34,24273.0,1400,3754.02,United States,Corporate,1,At-Risk Customers
LA-6780,2,12,3589.44,1190,208.29,South Africa,Corporate,2,New Customers
LB-16735,10,29,12686.04,1449,1566.24,Dominican Republic,Consumer,1,At-Risk Customers
LB-16795,40,31,24589.87,1377,4515.38,United States,Home Office,1,At-Risk Customers
LB-6735,138,7,1897.95,1180,98.25,Poland,Consumer,0,Loyal Customers
LB-6795,57,8,1796.12,1279,-212.14,Turkey,Home Office,2,New Customers
LC-16870,28,21,9859.89,1377,1048.35,United States,Consumer,1,At-Risk Customers
LC-16885,17,29,17058.81,1421,1325.48,United States,Consumer,1,At-Risk Customers
LC-16930,42,26,11660.69,1368,1932.34,United States,Corporate,1,At-Risk Customers
LC-16960,3,22,11812.1,1126,1365.98,United States,Home Office,1,At-Risk Customers
LC-17050,5,23,12933.87,1425,1150.05,United States,Consumer,1,At-Risk Customers
LC-17140,14,30,13128.24,1240,1454.41,United States,Consumer,1,At-Risk Customers
LC-6870,24,8,1220.45,1225,128.42,Nigeria,Consumer,2,New Customers
LC-6885,210,9,1828.09,940,-152.96,Egypt,Consumer,0,Loyal Customers
LC-6930,72,9,5080.69,1081,341.08,Egypt,Corporate,2,New Customers
LC-6960,192,8,2487.4,1154,54.73,Morocco,Home Office,0,Loyal Customers
LC-7050,7,7,7193.65,828,1697.56,Algeria,Consumer,2,New Customers
LC-7140,17,6,2954.43,1140,470.88,Canada,Consumer,2,New Customers
LD-16855,43,30,13361.93,1268,1813.19,Indonesia,Corporate,1,At-Risk Customers
LD-17005,50,27,11461.65,1286,1252.64,India,Consumer,1,At-Risk Customers
LD-6855,81,8,2822.71,1249,-326.45,Nigeria,Corporate,2,New Customers
LD-7005,44,6,361.69,1376,-87.2,Turkey,Consumer,2,New Customers
LE-16810,15,24,10429.25,1338,1737.12,Spain,Consumer,1,At-Risk Customers
LE-6810,64,6,1049.52,1241,287.91,Poland,Consumer,2,New Customers
LF-17185,23,22,12864.72,1232,-3700.2,United States,Consumer,1,At-Risk Customers
LF-7185,178,5,556.52,713,55.85,Bulgaria,Consumer,0,Loyal Customers
LH-16750,13,22,7945.09,1245,597.01,Mexico,Consumer,1,At-Risk Customers
LH-16900,22,29,12098.38,1254,995.4,United States,Consumer,1,At-Risk Customers
LH-17020,42,18,8189.79,1273,1040.35,Mexico,Consumer,1,At-Risk Customers
LH-17155,76,29,14063.49,1326,749.07,United States,Consumer,1,At-Risk Customers
LH-6750,126,5,745.65,731,44.19,Turkey,Consumer,0,Loyal Customers
LH-6900,307,3,840.79,1022,1.99,Angola,Consumer,0,Loyal Customers
LH-7020,59,3,973.21,987,297.73,Togo,Consumer,2,New Customers
LH-7155,128,8,3228.75,722,770.46,Russia,Consumer,2,New Customers
LL-16840,27,26,11287.78,1316,264.6,United States,Consumer,1,At-Risk Customers
LL-6840,36,9,3649.15,1281,630.34,Morocco,Consumer,2,New Customers
LM-17065,85,18,9249.38,1325,393.47,United States,Consumer,1,At-Risk Customers
LM-7065,8,4,6280.47,1010,1474.68,Algeria,Consumer,2,New Customers
LO-17170,3,28,11256.32,1426,2319.7,United States,Corporate,1,At-Risk Customers
LO-7170,5,7,2281.18,1097,-530.98,Turkey,Corporate,2,New Customers
LP-17080,41,24,7631.99,1282,-261.94,United States,Consumer,1,At-Risk Customers
LP-17095,10,26,15598.15,1358,2003.33,United States,Consumer,1,At-Risk Customers
LP-7080,185,7,1831.34,1250,-3.64,Cameroon,Consumer,0,Loyal Customers
LP-7095,1,4,1011.36,1197,119.37,Canada,Consumer,2,New Customers
LR-16915,27,26,22434.09,1351,3604.46,United States,Consumer,1,At-Risk Customers
LR-17035,46,26,16118.97,1229,2165.7,United States,Corporate,1,At-Risk Customers
LR-6915,685,3,468.65,561,-232.75,Turkey,Consumer,3,VIP Customers
LR-7035,107,9,2677.98,1268,283.44,Morocco,Corporate,2,New Customers
LS-16945,28,20,10420.12,1318,-86.51,United States,Corporate,1,At-Risk Customers
LS-16975,21,22,8646.92,1273,1737.88,United States,Home Office,1,At-Risk Customers
LS-17200,16,24,15258.74,1415,1756.44,United States,Corporate,1,At-Risk Customers
LS-17230,5,24,10577.17,1450,1946.7,Australia,Consumer,1,At-Risk Customers
LS-17245,35,24,10758.99,1336,1878.18,United States,Consumer,1,At-Risk Customers
LS-6945,7,12,2726.03,910,18.65,Egypt,Corporate,2,New Customers
LS-6975,179,5,716.18,662,40.19,Canada,Home Office,0,Loyal Customers
LS-7200,384,4,340.66,595,-102.47,Turkey,Corporate,3,VIP Customers
LS-7230,100,10,1164.35,1039,-569.29,Kazakhstan,Consumer,2,New Customers
LS-7245,218,6,953.15,1104,-380.05,Nigeria,Consumer,0,Loyal Customers
LT-16765,7,30,17253.78,1432,3948.66,Nicaragua,Consumer,1,At-Risk Customers
LT-17110,35,26,12986.77,1389,1382.28,United States,Consumer,1,At-Risk Customers
LT-6765,9,4,1365.33,723,264.99,South Africa,Consumer,2,New Customers
LT-7110,56,6,8234.99,1246,1764.14,South Africa,Consumer,2,New Customers
LW-16825,23,20,9990.86,1356,982.01,United States,Corporate,1,At-Risk Customers
LW-16990,24,23,9111.85,1334,1335.35,United States,Corporate,1,At-Risk Customers
LW-17125,42,16,5369.27,1323,518.05,France,Consumer,2,New Customers
LW-17215,22,24,10529.49,1415,994.56,United States,Consumer,1,At-Risk Customers
LW-6825,33,11,881.75,883,166.79,Iran,Corporate,2,New Customers
LW-6990,15,11,1869.77,1444,151.58,Turkey,Corporate,2,New Customers
LW-7125,34,9,2677.34,1032,881.99,Kenya,Consumer,2,New Customers
LW-7215,133,5,1522.01,993,-145.18,Morocco,Consumer,0,Loyal Customers
MA-17560,65,24,10813.79,1378,784.08,United States,Home Office,1,At-Risk Customers
MA-17995,43,22,10006.45,1281,889.32,United States,Home Office,1,At-Risk Customers
MA-7560,233,4,1628.17,965,-264.17,Iraq,Home Office,0,Loyal Customers
MA-7995,17,11,1928.01,1425,213.36,Turkey,Home Office,2,New Customers
MB-17305,2,27,16729.35,1240,3481.41,United States,Consumer,1,At-Risk Customers
MB-18085,45,30,14744.23,1411,2236.31,Mexico,Consumer,1,At-Risk Customers
MB-7305,23,8,4874.59,1203,1140.94,Russia,Consumer,2,New Customers
MB-8085,12,8,1703.51,1435,359.66,Nigeria,Consumer,2,New Customers
MC-17275,45,34,11680.05,1256,1463.08,United States,Consumer,1,At-Risk Customers
MC-17425,24,30,15055.41,1358,3980.56,Mexico,Corporate,1,At-Risk Customers
MC-17575,28,33,14281.65,1207,966.03,United States,Consumer,1,At-Risk Customers
MC-17590,52,25,10118.84,1293,1337.61,United States,Corporate,1,At-Risk Customers
MC-17605,50,26,13019.2,1334,1296.29,United States,Corporate,1,At-Risk Customers
MC-17635,6,34,21113.51,1372,3529.49,Brazil,Corporate,1,At-Risk Customers
MC-17845,2,31,14947.88,1274,1064.31,United States,Consumer,1,At-Risk Customers
MC-18100,42,33,11353.75,1405,130.71,United States,Consumer,1,At-Risk Customers
MC-18130,52,23,8532.7,1258,717.16,United States,Corporate,1,At-Risk Customers
MC-7275,236,5,4301.04,1004,650.4,Russia,Consumer,0,Loyal Customers
MC-7425,36,5,1489.85,1155,-1129.3,Nigeria,Corporate,2,New Customers
MC-7575,10,8,3619.19,1036,783.32,Saudi Arabia,Consumer,2,New Customers
MC-7590,337,3,1554.06,692,569.58,Russia,Corporate,0,Loyal Customers
MC-7605,196,2,208.41,1079,70.68,Estonia,Corporate,0,Loyal Customers
MC-7635,665,4,695.29,366,113.8,Egypt,Corporate,3,VIP Customers
MC-7845,35,4,991.73,1174,148.7,South Africa,Consumer,2,New Customers
MC-8100,105,3,659.34,1136,205.44,Iran,Consumer,0,Loyal Customers
MC-8130,288,5,826.35,862,79.47,Cameroon,Corporate,0,Loyal Customers
MD-17350,27,30,16455.33,1141,1040.96,United States,Consumer,1,At-Risk Customers
MD-17860,37,28,15575.65,1407,1596.31,United States,Corporate,1,At-Risk Customers
MD-7350,83,6,1374.2,1228,189.68,Rwanda,Consumer,2,New Customers
MD-7860,104,5,6853.51,849,2176.09,Saudi Arabia,Corporate,2,New Customers
ME-17320,6,30,24527.03,1449,3359.65,United States,Home Office,1,At-Risk Customers
ME-17725,29,28,7839.89,1337,323.48,United States,Consumer,1,At-Risk Customers
ME-18010,43,27,10547.63,1378,639.32,France,Corporate,1,At-Risk Customers
ME-7320,21,10,1720.19,1119,58.91,Nigeria,Home Office,2,New Customers
ME-7725,12,11,2083.88,1232,349.78,Croatia,Consumer,2,New Customers
ME-8010,393,1,160.5,0,15.9,Democratic Republic of the Congo,Corporate,3,VIP Customers
MF-17665,52,29,13366.53,1340,1417.47,France,Corporate,1,At-Risk Customers
MF-18250,8,32,20425.3,1302,2272.41,United States,Corporate,1,At-Risk Customers
MF-7665,49,3,161.91,1107,3.42,Iran,Corporate,2,New Customers
MF-8250,63,6,1517.55,1086,300.93,Ukraine,Corporate,2,New Customers
MG-17650,20,21,12717.27,1221,2178.17,United States,Home Office,1,At-Risk Customers
MG-17680,37,28,16061.64,1226,892.43,United States,Home Office,1,At-Risk Customers
MG-17695,1,25,16221.63,1254,760.91,Australia,Consumer,1,At-Risk Customers
MG-17875,6,33,14452.82,1401,-133.48,Australia,Home Office,1,At-Risk Customers
MG-17890,6,29,13162.25,1451,-977.3,United States,Home Office,1,At-Risk Customers
MG-18145,3,24,18147.96,1371,4668.16,Honduras,Consumer,1,At-Risk Customers
