Product ID,Product Name,Category,Sub-Category,Total_Sales,Transaction_Count,Avg_Sale,Total_Profit,Avg_Profit,Total_Quantity,Avg_Discount,Profit_Margin,Sales_per_Transaction,Cumulative_Sales,Cumulative_Percentage,ABC_Class,CoV,XYZ_Class,ABC_XYZ_Matrix
OFF-LA-10004745,"Harbour Creations Shipping Labels, Adjustable",Office Supplies,Labels,0.01,8,0.0,3.52,0.44,1.23,0.28,35200.0,0.00125,529.97999999996,95.42999135695042,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004744,"Smead Shipping Labels, Alphabetical",Office Supplies,Labels,0.01,5,0.0,2.2,0.44,1.0,0.0,22000.0,0.002,529.98999999996,95.43179199077353,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004738,"Harbour Creations Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,0.01,4,0.0,1.76,0.44,0.62,0.06,17600.0,0.0025,529.99999999996,95.43359262459663,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004727,"Hon File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,0.01,5,0.0,2.2,0.44,1.08,0.12,22000.0,0.002,530.00999999996,95.43539325841974,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004648,"Avery Color Coded Labels, 5000 Label Set",Office Supplies,Labels,0.01,5,0.0,2.21,0.44,1.38,0.0,22100.0,0.002,530.01999999996,95.43719389224285,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004623,"Smead Removable Labels, 5000 Label Set",Office Supplies,Labels,0.01,7,0.0,3.08,0.44,1.54,0.39,30800.0,0.0014285714285714286,530.02999999996,95.43899452606594,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004594,"Avery Color Coded Labels, Adjustable",Office Supplies,Labels,0.01,4,0.0,1.76,0.44,0.54,0.0,17600.0,0.0025,530.03999999996,95.44079515988905,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004545,Avery 50,Office Supplies,Labels,0.01,5,0.0,2.21,0.44,1.15,0.05,22100.0,0.002,530.0499999999599,95.44259579371214,C - Low Value,0.0,X - Stable Demand,CX
FUR-CH-10003618,"SAFCO Rocking Chair, Red",Furniture,Chairs,0.01,1,0.01,0.44,0.44,0.08,0.47,4400.0,0.01,530.0599999999599,95.44439642753527,C - Low Value,0.0,X - Stable Demand,CX
FUR-CH-10003808,"Harbour Creations Steel Folding Chair, Adjustable",Furniture,Chairs,0.01,1,0.01,0.44,0.44,0.15,0.59,4400.0,0.01,530.0699999999599,95.44619706135836,C - Low Value,0.0,X - Stable Demand,CX
FUR-CH-10003794,"SAFCO Bag Chairs, Set of Two",Furniture,Chairs,0.01,3,0.0,1.32,0.44,0.31,0.35,13200.0,0.0033333333333333335,530.0799999999599,95.44799769518147,C - Low Value,0.0,X - Stable Demand,CX
FUR-CH-10003874,"Hon Chairmat, Red",Furniture,Chairs,0.01,1,0.01,0.43,0.43,0.62,0.71,4300.0,0.01,530.0899999999599,95.44979832900457,C - Low Value,0.0,X - Stable Demand,CX
FUR-CH-10004026,"SAFCO Rocking Chair, Adjustable",Furniture,Chairs,0.01,1,0.01,0.43,0.43,0.23,0.47,4300.0,0.01,530.0999999999599,95.45159896282767,C - Low Value,0.0,X - Stable Demand,CX
FUR-CH-10004151,"Harbour Creations Steel Folding Chair, Red",Furniture,Chairs,0.01,2,0.0,0.86,0.43,0.46,0.71,8600.0,0.005,530.1099999999599,95.45339959665078,C - Low Value,0.0,X - Stable Demand,CX
FUR-CH-10004441,"SAFCO Bag Chairs, Black",Furniture,Chairs,0.01,1,0.01,0.44,0.44,0.23,0.0,4400.0,0.01,530.1199999999599,95.45520023047388,C - Low Value,0.0,X - Stable Demand,CX
FUR-CH-10004652,"Hon Bag Chairs, Black",Furniture,Chairs,0.01,5,0.0,2.2,0.44,0.85,0.33,22000.0,0.002,530.1299999999599,95.45700086429699,C - Low Value,0.0,X - Stable Demand,CX
FUR-CHR-10000888,"Chromcraft Computer Table, Fully Assembled",Furniture,Tables,0.01,1,0.01,0.43,0.43,0.0,0.71,4300.0,0.01,530.1399999999599,95.4588014981201,C - Low Value,0.0,X - Stable Demand,CX
FUR-CHR-10000585,"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables,0.01,1,0.01,0.45,0.45,0.0,0.0,4500.0,0.01,530.1499999999598,95.46060213194319,C - Low Value,0.0,X - Stable Demand,CX
TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,0.01,4,0.0,1.77,0.44,0.92,0.18,17700.0,0.0025,530.1599999999598,95.4624027657663,C - Low Value,0.0,X - Stable Demand,CX
TEC-PH-10004503,"Apple Audio Dock, VoIP",Technology,Phones,0.01,1,0.01,0.43,0.43,0.15,0.71,4300.0,0.01,530.1699999999598,95.4642033995894,C - Low Value,0.0,X - Stable Demand,CX
FUR-DAN-10001875,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,0.01,2,0.01,0.89,0.44,0.0,0.0,8900.0,0.005,530.1799999999598,95.46600403341252,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004848,"Avery Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,0.01,6,0.0,2.65,0.44,2.46,0.3,26500.0,0.0016666666666666668,530.1899999999598,95.46780466723561,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004832,"Novimex Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,0.01,4,0.0,1.76,0.44,0.69,0.0,17600.0,0.0025,530.1999999999598,95.4696053010587,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004777,"Smead Shipping Labels, 5000 Label Set",Office Supplies,Labels,0.01,10,0.0,4.41,0.44,1.77,0.02,44100.0,0.001,530.2099999999598,95.47140593488182,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004756,"Avery Removable Labels, Laser Printer Compatible",Office Supplies,Labels,0.01,7,0.0,3.08,0.44,1.62,0.29,30800.0,0.0014285714285714286,530.2199999999598,95.47320656870492,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004753,"Novimex Round Labels, Laser Printer Compatible",Office Supplies,Labels,0.01,6,0.0,2.65,0.44,1.54,0.0,26500.0,0.0016666666666666668,530.2299999999598,95.47500720252803,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004749,"Novimex Removable Labels, Adjustable",Office Supplies,Labels,0.01,6,0.0,2.64,0.44,1.85,0.16,26400.0,0.0016666666666666668,530.2399999999598,95.47680783635113,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004747,"Hon Color Coded Labels, Alphabetical",Office Supplies,Labels,0.01,6,0.0,2.65,0.44,1.62,0.0,26500.0,0.0016666666666666668,530.2499999999598,95.47860847017424,C - Low Value,0.0,X - Stable Demand,CX
FUR-DAN-10001557,"Dania Floating Shelf Set, Pine",Furniture,Bookcases,0.01,1,0.01,0.44,0.44,0.0,0.0,4400.0,0.01,530.2599999999597,95.48040910399735,C - Low Value,0.0,X - Stable Demand,CX
FUR-DEF-10000349,"Deflect-O Stacking Tray, Durable",Furniture,Furnishings,0.01,6,0.0,2.63,0.44,0.62,0.14,26300.0,0.0016666666666666668,530.2699999999597,95.48220973782044,C - Low Value,0.0,X - Stable Demand,CX
FUR-DEF-10001763,"Deflect-O Door Stop, Durable",Furniture,Furnishings,0.01,2,0.0,0.88,0.44,0.23,0.0,8800.0,0.005,530.2799999999597,95.48401037164355,C - Low Value,0.0,X - Stable Demand,CX
FUR-DEF-10000810,"Deflect-O Stacking Tray, Black",Furniture,Furnishings,0.01,4,0.0,1.77,0.44,0.38,0.0,17700.0,0.0025,530.2899999999597,95.48581100546664,C - Low Value,0.0,X - Stable Demand,CX
FUR-DEF-10000720,"Deflect-O Door Stop, Duo Pack",Furniture,Furnishings,0.01,2,0.0,0.88,0.44,0.08,0.0,8800.0,0.005,530.2999999999597,95.48761163928975,C - Low Value,0.0,X - Stable Demand,CX
FUR-DEF-10000639,"Deflect-O Photo Frame, Black",Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.08,0.18,17600.0,0.0025,530.3099999999597,95.48941227311286,C - Low Value,0.0,X - Stable Demand,CX
FUR-DEF-10000622,"Deflect-O Light Bulb, Black",Furniture,Furnishings,0.01,7,0.0,3.08,0.44,0.54,0.12,30800.0,0.0014285714285714286,530.3199999999597,95.49121290693596,C - Low Value,0.0,X - Stable Demand,CX
FUR-DEF-10000572,"Deflect-O Photo Frame, Duo Pack",Furniture,Furnishings,0.01,2,0.0,0.88,0.44,0.15,0.0,8800.0,0.005,530.3299999999597,95.49301354075907,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10003179,"Eldon Clock, Erganomic",Furniture,Furnishings,0.01,5,0.0,2.21,0.44,0.08,0.0,22100.0,0.002,530.3399999999597,95.49481417458217,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10002511,"Eldon Photo Frame, Duo Pack",Furniture,Furnishings,0.01,4,0.0,1.75,0.44,0.31,0.21,17500.0,0.0025,530.3499999999597,95.49661480840528,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10001413,"Eldon Light Bulb, Black",Furniture,Furnishings,0.01,5,0.0,2.2,0.44,0.46,0.47,22000.0,0.002,530.3599999999597,95.49841544222838,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10000335,"Eldon Door Stop, Durable",Furniture,Furnishings,0.01,4,0.0,1.75,0.44,0.46,0.38,17500.0,0.0025,530.3699999999596,95.50021607605149,C - Low Value,0.0,X - Stable Demand,CX
OFF-NOV-10000141,"Novimex Round Labels, 5000 Label Set",Office Supplies,Labels,0.01,3,0.0,1.32,0.44,1.15,0.0,13200.0,0.0033333333333333335,530.3799999999596,95.5020167098746,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004969,"Novimex Legal Exhibit Labels, Adjustable",Office Supplies,Labels,0.01,4,0.0,1.76,0.44,1.38,0.12,17600.0,0.0025,530.3899999999596,95.50381734369769,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004929,"Novimex Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels,0.01,7,0.0,3.09,0.44,1.54,0.02,30900.0,0.0014285714285714286,530.3999999999596,95.5056179775208,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004919,"Smead Color Coded Labels, Alphabetical",Office Supplies,Labels,0.01,7,0.0,3.08,0.44,2.08,0.33,30800.0,0.0014285714285714286,530.4099999999596,95.5074186113439,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10004894,"Hon Shipping Labels, Alphabetical",Office Supplies,Labels,0.01,6,0.0,2.64,0.44,1.0,0.24,26400.0,0.0016666666666666668,530.4199999999596,95.509219245167,C - Low Value,0.0,X - Stable Demand,CX
OFF-NOV-10001568,"Novimex Shipping Labels, 5000 Label Set",Office Supplies,Labels,0.01,8,0.0,3.52,0.44,0.31,0.0,35200.0,0.00125,530.4299999999596,95.51101987899011,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10000038,"Eldon Photo Frame, Erganomic",Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.38,0.18,17600.0,0.0025,530.4399999999596,95.5128205128132,C - Low Value,0.0,X - Stable Demand,CX
FUR-DEF-10004555,"Deflect-O Frame, Black",Furniture,Furnishings,0.01,1,0.01,0.45,0.45,0.08,0.0,4500.0,0.01,530.4499999999596,95.51462114663632,C - Low Value,0.0,X - Stable Demand,CX
FUR-DEF-10004141,"Deflect-O Photo Frame, Durable",Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.31,0.18,17600.0,0.0025,530.4599999999596,95.51642178045942,C - Low Value,0.0,X - Stable Demand,CX
TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Technology,Phones,0.01,2,0.0,0.88,0.44,0.23,0.35,8800.0,0.005,530.4699999999596,95.51822241428253,C - Low Value,0.0,X - Stable Demand,CX
TEC-PH-10004272,"Nokia Headset, Cordless",Technology,Phones,0.01,2,0.01,0.88,0.44,0.31,0.47,8800.0,0.005,530.4799999999595,95.52002304810563,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,0.01,9,0.0,3.97,0.44,2.77,0.24,39700.0,0.0011111111111111111,530.4899999999595,95.52182368192874,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000012,"Tenex Stacking Tray, Black",Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.69,0.26,17600.0,0.0025,530.4999999999595,95.52362431575185,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,0.01,10,0.0,4.4,0.44,2.0,0.07,44000.0,0.001,530.5099999999595,95.52542494957494,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10004994,"Eldon Clock, Duo Pack",Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.0,0.18,17600.0,0.0025,530.5199999999595,95.52722558339805,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10004973,"Eldon Clock, Black",Furniture,Furnishings,0.01,2,0.01,0.88,0.44,0.31,0.41,8800.0,0.005,530.5299999999595,95.52902621722114,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10004727,"Eldon Stacking Tray, Black",Furniture,Furnishings,0.01,2,0.0,0.88,0.44,0.38,0.35,8800.0,0.005,530.5399999999595,95.53082685104425,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10004515,"Eldon Door Stop, Black",Furniture,Furnishings,0.01,2,0.01,0.88,0.44,0.23,0.0,8800.0,0.005,530.5499999999595,95.53262748486736,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10003828,"Eldon Light Bulb, Erganomic",Furniture,Furnishings,0.01,5,0.0,2.2,0.44,0.46,0.28,22000.0,0.002,530.5599999999595,95.53442811869046,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10003802,"Eldon Door Stop, Duo Pack",Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.31,0.21,17600.0,0.0025,530.5699999999595,95.53622875251357,C - Low Value,0.0,X - Stable Demand,CX
FUR-ELD-10003695,"Eldon Light Bulb, Duo Pack",Furniture,Furnishings,0.01,5,0.0,2.2,0.44,0.31,0.28,22000.0,0.002,530.5799999999595,95.53802938633667,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000175,DAX Wood Document Frame.,Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.92,0.41,17600.0,0.0025,530.5899999999594,95.53983002015978,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000142,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.54,0.32,17600.0,0.0025,530.5999999999594,95.54163065398288,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,0.01,6,0.0,2.65,0.44,0.77,0.16,26500.0,0.0016666666666666668,530.6099999999594,95.54343128780599,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,0.01,3,0.0,1.32,0.44,1.08,0.08,13200.0,0.0033333333333333335,530.6199999999594,95.54523192162908,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000072,"Advantus Light Bulb, Erganomic",Furniture,Furnishings,0.01,3,0.0,1.31,0.44,0.85,0.31,13100.0,0.0033333333333333335,530.6299999999594,95.54703255545219,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000067,"Rubbermaid Photo Frame, Duo Pack",Furniture,Furnishings,0.01,1,0.01,0.44,0.44,0.54,0.47,4400.0,0.01,530.6399999999594,95.5488331892753,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000060,"Advantus Light Bulb, Duo Pack",Furniture,Furnishings,0.01,6,0.0,2.64,0.44,1.08,0.39,26400.0,0.0016666666666666668,530.6499999999594,95.5506338230984,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000039,"Tenex Light Bulb, Duo Pack",Furniture,Furnishings,0.01,5,0.0,2.2,0.44,0.69,0.07,22000.0,0.002,530.6599999999594,95.5524344569215,C - Low Value,0.0,X - Stable Demand,CX
TEC-PH-10004071,PayAnywhere Card Reader,Technology,Phones,0.01,5,0.0,2.2,0.44,1.54,0.24,22000.0,0.002,530.6699999999594,95.55423509074461,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,0.01,4,0.0,1.76,0.44,1.15,0.24,17600.0,0.0025,530.6799999999594,95.5560357245677,C - Low Value,0.0,X - Stable Demand,CX
OFF-OIC-10002161,"OIC Push Pins, Assorted Sizes",Office Supplies,Fasteners,0.01,4,0.0,1.76,0.44,0.46,0.0,17600.0,0.0025,530.6899999999594,95.55783635839082,C - Low Value,0.0,X - Stable Demand,CX
OFF-OIC-10001155,"OIC Paper Clips, Bulk Pack",Office Supplies,Fasteners,0.01,9,0.0,3.97,0.44,0.38,0.16,39700.0,0.0011111111111111111,530.6999999999593,95.55963699221391,C - Low Value,0.0,X - Stable Demand,CX
OFF-OIC-10001056,"OIC Clamps, 12 Pack",Office Supplies,Fasteners,0.01,5,0.0,2.21,0.44,0.85,0.45,22100.0,0.002,530.7099999999593,95.56143762603703,C - Low Value,0.0,X - Stable Demand,CX
OFF-NOV-10004680,"Novimex Shipping Labels, Laser Printer Compatible",Office Supplies,Labels,0.01,5,0.0,2.2,0.44,0.85,0.16,22000.0,0.002,530.7199999999593,95.56323825986013,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000256,"Rubbermaid Photo Frame, Duo Pack",Furniture,Furnishings,0.01,2,0.01,0.89,0.44,0.38,0.15,8900.0,0.005,530.7299999999593,95.56503889368322,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000251,"Deflect-O Door Stop, Duo Pack",Furniture,Furnishings,0.01,2,0.0,0.88,0.44,0.38,0.0,8800.0,0.005,530.7399999999593,95.56683952750633,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,0.01,5,0.0,2.2,0.44,1.31,0.09,22000.0,0.002,530.7499999999593,95.56864016132944,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,0.01,9,0.0,3.96,0.44,2.23,0.13,39600.0,0.0011111111111111111,530.7599999999593,95.57044079515255,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000204,"Advantus Door Stop, Durable",Furniture,Furnishings,0.01,1,0.01,0.44,0.44,0.15,0.0,4400.0,0.01,530.7699999999593,95.57224142897564,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000366,"Deflect-O Door Stop, Durable",Furniture,Furnishings,0.01,1,0.01,0.45,0.45,0.54,0.0,4500.0,0.01,530.7799999999593,95.57404206279875,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000361,"Eldon Stacking Tray, Duo Pack",Furniture,Furnishings,0.01,3,0.0,1.32,0.44,0.46,0.12,13200.0,0.0033333333333333335,530.7899999999593,95.57584269662186,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000361,"Deflect-O Photo Frame, Erganomic",Furniture,Furnishings,0.01,2,0.01,0.88,0.44,0.31,0.18,8800.0,0.005,530.7999999999593,95.57764333044496,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000350,"Rubbermaid Light Bulb, Duo Pack",Furniture,Furnishings,0.01,8,0.0,3.52,0.44,1.46,0.32,35200.0,0.00125,530.8099999999592,95.57944396426807,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000295,"Advantus Light Bulb, Durable",Furniture,Furnishings,0.01,3,0.0,1.32,0.44,0.85,0.0,13200.0,0.0033333333333333335,530.8199999999592,95.58124459809116,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000295,"Advantus Light Bulb, Black",Furniture,Furnishings,0.01,5,0.0,2.2,0.44,1.15,0.28,22000.0,0.002,530.8299999999592,95.58304523191427,C - Low Value,0.0,X - Stable Demand,CX
TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,0.01,8,0.0,3.52,0.44,1.54,0.12,35200.0,0.00125,530.8399999999592,95.58484586573738,C - Low Value,0.0,X - Stable Demand,CX
TEC-PH-10003982,"Cisco Speaker Phone, VoIP",Technology,Phones,0.01,1,0.01,0.43,0.43,0.31,0.71,4300.0,0.01,530.8499999999592,95.58664649956047,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000030,"Eaton Parchment Paper, Recycled",Office Supplies,Paper,0.01,4,0.0,1.76,0.44,0.69,0.2,17600.0,0.0025,530.8599999999592,95.58844713338358,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000019,Xerox 1931,Office Supplies,Paper,0.01,8,0.0,3.53,0.44,2.15,0.09,35300.0,0.00125,530.8699999999592,95.59024776720669,C - Low Value,0.0,X - Stable Demand,CX
OFF-OIC-10004536,"OIC Thumb Tacks, Assorted Sizes",Office Supplies,Fasteners,0.01,4,0.0,1.76,0.44,0.92,0.18,17600.0,0.0025,530.8799999999592,95.5920484010298,C - Low Value,0.0,X - Stable Demand,CX
OFF-OIC-10003879,"OIC Clamps, Bulk Pack",Office Supplies,Fasteners,0.01,4,0.0,1.76,0.44,0.31,0.41,17600.0,0.0025,530.8899999999592,95.5938490348529,C - Low Value,0.0,X - Stable Demand,CX
OFF-OIC-10003366,"OIC Staples, Metal",Office Supplies,Fasteners,0.01,4,0.0,1.76,0.44,0.77,0.41,17600.0,0.0025,530.8999999999592,95.595649668676,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10002875,"Novimex Shipping Labels, Adjustable",Office Supplies,Labels,0.01,4,0.0,1.76,0.44,1.38,0.0,17600.0,0.0025,530.9099999999592,95.59745030249911,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000098,"Xerox Parchment Paper, 8.5 x 11",Office Supplies,Paper,0.01,2,0.0,0.88,0.44,0.54,0.0,8800.0,0.005,530.9199999999591,95.5992509363222,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000091,"Xerox Message Books, Premium",Office Supplies,Paper,0.01,3,0.0,1.32,0.44,0.54,0.0,13200.0,0.0033333333333333335,530.9299999999591,95.60105157014532,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000081,"SanDisk Computer Printout Paper, Premium",Office Supplies,Paper,0.01,3,0.0,1.32,0.44,0.62,0.0,13200.0,0.0033333333333333335,530.9399999999591,95.60285220396841,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000070,"Eaton Computer Printout Paper, Recycled",Office Supplies,Paper,0.01,4,0.0,1.76,0.44,0.69,0.31,17600.0,0.0025,530.9499999999591,95.60465283779152,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000061,Xerox 205,Office Supplies,Paper,0.01,4,0.0,1.76,0.44,1.54,0.06,17600.0,0.0025,530.9599999999591,95.60645347161463,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000499,"Tenex Light Bulb, Duo Pack",Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.69,0.24,17600.0,0.0025,530.9699999999591,95.60825410543772,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000490,"Eldon Light Bulb, Erganomic",Furniture,Furnishings,0.01,3,0.0,1.32,0.44,0.69,0.16,13200.0,0.0033333333333333335,530.9799999999591,95.61005473926083,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000488,"Rubbermaid Light Bulb, Erganomic",Furniture,Furnishings,0.01,7,0.0,3.08,0.44,1.92,0.22,30800.0,0.0014285714285714286,530.9899999999591,95.61185537308394,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000481,"Rubbermaid Clock, Durable",Furniture,Furnishings,0.01,3,0.0,1.32,0.44,0.31,0.31,13200.0,0.0033333333333333335,530.9999999999591,95.61365600690705,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,0.01,4,0.0,1.76,0.44,0.54,0.0,17600.0,0.0025,531.0099999999591,95.61545664073014,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,0.01,5,0.0,2.21,0.44,0.92,0.0,22100.0,0.002,531.019999999959,95.61725727455325,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000605,"Rubbermaid Light Bulb, Black",Furniture,Furnishings,0.01,4,0.0,1.77,0.44,0.46,0.03,17700.0,0.0025,531.029999999959,95.61905790837636,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000585,"Deflect-O Light Bulb, Duo Pack",Furniture,Furnishings,0.01,6,0.0,2.64,0.44,0.77,0.24,26400.0,0.0016666666666666668,531.039999999959,95.62085854219946,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000548,"Tenex Stacking Tray, Durable",Furniture,Furnishings,0.01,3,0.0,1.32,0.44,0.23,0.04,13200.0,0.0033333333333333335,531.049999999959,95.62265917602257,C - Low Value,0.0,X - Stable Demand,CX
FUR-FU-10000514,"Deflect-O Photo Frame, Erganomic",Furniture,Furnishings,0.01,3,0.0,1.32,0.44,0.23,0.2,13200.0,0.0033333333333333335,531.059999999959,95.62445980984566,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000194,"SanDisk Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,0.01,3,0.0,1.32,0.44,0.31,0.31,13200.0,0.0033333333333333335,531.069999999959,95.62626044366877,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,0.01,6,0.0,2.64,0.44,0.92,0.2,26400.0,0.0016666666666666668,531.079999999959,95.62806107749188,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000143,Astroparche Fine Business Paper,Office Supplies,Paper,0.01,6,0.0,2.64,0.44,1.77,0.08,26400.0,0.0016666666666666668,531.089999999959,95.62986171131497,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000116,"Xerox Parchment Paper, Premium",Office Supplies,Paper,0.01,5,0.0,2.2,0.44,0.77,0.2,22000.0,0.002,531.099999999959,95.63166234513808,C - Low Value,0.0,X - Stable Demand,CX
OFF-PA-10000108,"Green Bar Parchment Paper, 8.5 x 11",Office Supplies,Paper,0.01,4,0.0,1.77,0.44,0.69,0.12,17700.0,0.0025,531.109999999959,95.63346297896119,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,0.01,6,0.0,2.64,0.44,1.77,0.16,26400.0,0.0016666666666666668,531.119999999959,95.6352636127843,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10002939,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,0.01,8,0.0,3.52,0.44,1.31,0.18,35200.0,0.00125,531.129999999959,95.6370642466074,C - Low Value,0.0,X - Stable Demand,CX
OFF-LA-10002927,"Avery File Folder Labels, 5000 Label Set",Office Supplies,Labels,0.01,7,0.0,3.08,0.44,0.92,0.07,30800.0,0.0014285714285714286,531.139999999959,95.6388648804305,C - Low Value,0.0,X - Stable Demand,CX
